ticker,date,price,volume,market,dollar_volume,price_diff,return,next_price,log_return,ticker_mean_price,above_mean,rolling_5_mean,rolling_mean_5,rolling_10_vol,earnings_date,EPS
AAPL,2024-02-01,145.59,8455,US,1230963.45,-115.9,-0.443229186584573,101.39,-0.5856015897707585,189.08825,False,219.902,219.902,0.7163631181313207,2024-02-01,13.11
AAPL,2024-02-02,101.39,4009,US,406472.51,-44.2,-0.30359227968953917,123.97,-0.36181998512074615,189.08825,False,211.02800000000002,211.02800000000002,0.7005901684602246,2024-02-02,76.23
AAPL,2024-02-03,123.97,13249,US,1642478.53,22.58,0.2227044087188086,203.76,0.20106513388556707,189.08825,False,178.634,178.634,0.7004178471350312,2024-02-03,77.36
AAPL,2024-02-04,203.76,13533,US,2757484.08,79.78999999999999,0.6436234572880535,292.49,0.49690322982114604,189.08825,True,167.24,167.24,0.7136098615174934,2024-02-04,21.07
AAPL,2024-02-05,292.49,17921,US,5241713.29,88.73000000000002,0.4354632901452691,156.97,0.3614876473820975,189.08825,True,173.44,173.44,0.6790582277691755,2024-02-05,13.29
AAPL,2024-02-06,156.97,9716,US,1525120.52,-135.52,-0.4633320797292215,110.3,-0.6223757737661835,189.08825,False,175.716,175.716,0.5053475427722822,2024-02-06,30.07
AAPL,2024-02-07,110.3,13039,US,1438201.7,-46.67,-0.2973179588456393,128.98,-0.3528507780276588,189.08825,False,177.498,177.498,0.48681037293763285,2024-02-07,65.08
AAPL,2024-02-08,128.98,11893,US,1533959.14,18.679999999999993,0.16935630099728005,234.43,0.15645342732277445,189.08825,False,178.5,178.5,0.37714671481961726,2024-02-08,29.18
AAPL,2024-02-09,234.43,1853,US,434398.79,105.45000000000002,0.8175686152891923,,0.5974996822791954,189.08825,True,184.63400000000001,184.63400000000001,0.4571396021209396,2024-02-09,61.06
AMZN,2024-02-01,272.15,19070,US,5189900.5,150.14,1.23055487255143,144.42,0.802250376292966,201.08350000000002,True,201.712,201.712,0.6284813854254138,2024-02-01,36.13
AMZN,2024-02-02,144.42,2409,US,347907.78,-127.72999999999999,-0.46933676281462433,164.64,-0.6336276638571735,201.08350000000002,False,204.148,204.148,0.6592169050302064,2024-02-02,46.58
AMZN,2024-02-03,164.64,8560,US,1409318.4,20.22,0.14000830909846274,294.36,0.13103555106270381,201.08350000000002,False,182.21800000000002,182.21800000000002,0.6515658928035204,2024-02-03,65.96
AMZN,2024-02-04,294.36,6801,US,2001942.36,129.72000000000003,0.7879008746355687,160.18,0.5810422359726589,201.08350000000002,True,199.51600000000002,199.51600000000002,0.652515127962519,2024-02-04,67.17
AMZN,2024-02-05,160.18,11647,US,1865616.46,-134.18,-0.4558363908139693,200.54,-0.608505325162862,201.08350000000002,False,207.15,207.15,0.6705867015008679,2024-02-05,69.52
AMZN,2024-02-06,200.54,3368,US,675418.72,40.359999999999985,0.2519665376451492,147.91,0.2247155452002431,201.08350000000002,False,192.82800000000003,192.82800000000003,0.6707103486818875,2024-02-06,44.27
AMZN,2024-02-07,147.91,5495,US,812765.45,-52.629999999999995,-0.26244140819786577,148.41,-0.30440974741250065,201.08350000000002,False,193.526,193.526,0.6522308840832405,2024-02-07,45.39
AMZN,2024-02-08,148.41,11966,US,1775874.06,0.5,0.003380434047731695,245.64,0.0033747332244482473,201.08350000000002,False,190.28,190.28,0.5687935380095553,2024-02-08,84.77
AMZN,2024-02-09,245.64,10907,US,2679195.48,97.22999999999999,0.6551445320396199,,0.5038883355534715,201.08350000000002,True,180.536,180.536,0.5868301195329001,2024-02-09,44.85
GOOGL,2024-02-01,263.6,12093,US,3187714.8,100.00000000000003,0.6112469437652814,183.48,0.4770083784597056,197.77474999999998,True,218.06800000000004,218.06800000000004,0.5403749220511944,2024-02-01,52.97
GOOGL,2024-02-02,183.48,11729,US,2152036.92,-80.12000000000003,-0.30394537177541736,288.58,-0.362327132899381,197.77474999999998,False,223.17399999999998,223.17399999999998,0.5183429610867585,2024-02-02,87.22
GOOGL,2024-02-03,288.58,9096,US,2624923.68,105.1,0.5728144756921736,172.73,0.4528666741401385,197.77474999999998,True,235.554,235.554,0.44314011029089967,2024-02-03,42.91
GOOGL,2024-02-04,172.73,8206,US,1417422.38,-115.85,-0.4014484718275695,199.45,-0.5132426621639167,197.77474999999998,False,214.398,214.398,0.4137878584438646,2024-02-04,87.56
GOOGL,2024-02-05,199.45,19225,US,3834426.25,26.72,0.15469229433219467,221.91,0.14383389664622248,197.77474999999998,True,221.56799999999998,221.56799999999998,0.38684683432009864,2024-02-05,44.68
GOOGL,2024-02-06,221.91,5780,US,1282639.8,22.460000000000008,0.11260967661067944,281.65,0.10670831591647041,197.77474999999998,True,213.22999999999996,213.22999999999996,0.3868030705686028,2024-02-06,16.47
GOOGL,2024-02-07,281.65,9173,US,2583575.45,59.73999999999998,0.2692082375737912,297.13,0.238393271072837,197.77474999999998,True,232.86399999999998,232.86399999999998,0.3823683573903923,2024-02-07,83.22
GOOGL,2024-02-08,297.13,14121,US,4195772.73,15.480000000000018,0.05496183206106875,147.53,0.05350458813241802,197.77474999999998,True,234.57399999999998,234.57399999999998,0.3668729319032547,2024-02-08,24.63
GOOGL,2024-02-09,147.53,18532,US,2734025.96,-149.6,-0.5034833237976644,,-0.7001382085436654,197.77474999999998,False,229.53399999999996,229.53399999999996,0.4067128943440969,2024-02-09,62.57
MSFT,2024-02-01,185.42,5014,US,929695.88,-93.80000000000004,-0.3359358212162453,202.15,-0.40937647938166566,193.76624999999999,False,195.794,195.794,0.5889720538233644,2024-02-01,34.26
MSFT,2024-02-02,202.15,17538,US,3545306.7,16.730000000000018,0.0902275914140871,167.52,0.08638647390794367,193.76624999999999,True,213.144,213.144,0.5888095589097063,2024-02-02,31.72
